scala.collection.immutable.SortedMap$DefaultKeySortedSet::empty()Lscala/collection/immutable/SortedSet;,4
scala.collection.mutable.LinkedHashMap::initialThreshold(I)I,16871
scala.reflect.internal.util.Statistics$QuantMap::_loadFactor_$eq(I)V,17
scala.collection.convert.Wrappers$JCollectionWrapper::thisCollection()Lscala/collection/Iterable;,1414
scala.collection.immutable.StreamIterator$LazyCell::v()Lscala/collection/immutable/Stream;,981
scala.collection.mutable.WrappedArray$ofRef::foreach(Lscala/Function1;)V,2681544
scala.collection.immutable.Nil$::takeWhile(Lscala/Function1;)Ljava/lang/Object;,1
scala.collection.immutable.HashMap$HashTrieMap::getOrElse(Ljava/lang/Object;Lscala/Function0;)Ljava/lang/Object;,761340
scala/collection/immutable/Map::$anonfun$withDefaultValue$1(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,306
scala.collection.mutable.HashSet::sizemap()[I,509226
scala.collection.mutable.FlatHashTable$::loadFactorDenum()I,340054
scala/collection/convert/DecorateAsScala::mapAsScalaConcurrentMapConverter$(Lscala/collection/convert/DecorateAsScala;Ljava/util/concurrent/ConcurrentMap;)Lscala/collection/convert/Decorators$AsScala;,2
scala/collection/immutable/StringLike::toLong$(Lscala/collection/immutable/StringLike;)J,373
scala.collection.mutable.Stack$StackBuilder::result()Lscala/collection/mutable/Stack;,145078
scala.collection.concurrent.TrieMap::rootupdater()Ljava/util/concurrent/atomic/AtomicReferenceFieldUpdater;,843
scala.collection.mutable.HashMap::keys()Lscala/collection/Iterable;,2
scala.collection.concurrent.CNode::CAS_PREV(Lscala/collection/concurrent/MainNode;Lscala/collection/concurrent/MainNode;)Z,164
scala.collection.parallel.ParIterableLike$FlatMap::shouldSplitFurther()Z,12
scala.collection.mutable.TreeSet::thisCollection()Lscala/collection/Iterable;,1972
scala.collection.immutable.HashSet$EmptyHashSet$::sizeHintIfCheap()I,12
scala.collection.immutable.$colon$colon::headOption()Lscala/Option;,50240
scala/collection/mutable/HashMap::$anonfun$foreach$1(Lscala/Function1;Lscala/collection/mutable/DefaultEntry;)Ljava/lang/Object;,306071
scala/collection/IterableLike::sliding$(Lscala/collection/IterableLike;II)Lscala/collection/Iterator;,4
scala.collection.mutable.WrappedArray$ofRef::apply(I)Ljava/lang/Object;,1798269
scala.collection.immutable.$colon$colon::mkString()Ljava/lang/String;,66289
scala.collection.immutable.StringOps::segmentLength(Lscala/Function1;I)I,62204
scala.collection.immutable.$colon$colon::toStream()Lscala/collection/immutable/Stream;,59431
scala.collection.immutable.Map$Map3::map(Lscala/Function1;Lscala/collection/generic/CanBuildFrom;)Ljava/lang/Object;,1168
scala.collection.immutable.StringOps::filterImpl(Lscala/Function1;Z)Ljava/lang/Object;,16
scala.collection.mutable.ArrayBuffer::genericBuilder()Lscala/collection/mutable/Builder;,80302
scala.collection.immutable.VectorIterator::stabilize(I)V,416
scala.collection.immutable.Vector::head()Ljava/lang/Object;,4
scala/collection/Iterator::map$(Lscala/collection/Iterator;Lscala/Function1;)Lscala/collection/Iterator;,32407
scala.collection.IndexedSeqLike$Elements::foreach(Lscala/Function1;)V,98
scala.collection.parallel.mutable.ResizableParArrayCombiner$CopyChainToArray::forwardThrowable()V,2
scala.collection.immutable.Set$Set4::isEmpty()Z,1150
scala.collection.mutable.ArrayBuilder$ofRef::result()[Ljava/lang/Object;,125604
scala.collection.immutable.Stream$Empty$::$plus$plus(Lscala/collection/GenTraversableOnce;Lscala/collection/generic/CanBuildFrom;)Ljava/lang/Object;,6
scala.collection.mutable.WeakHashMap::get(Ljava/lang/Object;)Lscala/Option;,40110
scala.collection.immutable.Map$Map3::mapValues(Lscala/Function1;)Lscala/collection/immutable/Map;,36
scala.collection.immutable.Set$Set3::hashCode()I,1934
scala.collection.immutable.Nil$::filter(Lscala/Function1;)Ljava/lang/Object;,280899
scala.collection.mutable.HashMap::$minus$eq(Ljava/lang/Object;)Lscala/collection/mutable/MapLike;,5216
scala/collection/mutable/HashTable::nnSizeMapAdd$(Lscala/collection/mutable/HashTable;I)V,667260
scala.collection.mutable.HashMap::tableSize()I,641316
scala.collection.mutable.HashMap::notFound(Ljava/lang/Object;Lscala/collection/mutable/DefaultEntry;)Z,1057812
scala.collection.immutable.Nil$::isTraversableAgain()Z,215440
scala.collection.mutable.Map$WithDefault::withFilter(Lscala/Function1;)Lscala/collection/generic/FilterMonadic;,28
scala.collection.mutable.LinkedHashMap::elemHashCode(Ljava/lang/Object;)I,253256
scala/collection/mutable/ResizableArray::apply$(Lscala/collection/mutable/ResizableArray;I)Ljava/lang/Object;,32489
scala.collection.immutable.Map$Map2::genericBuilder()Lscala/collection/mutable/Builder;,4336
